Date,Close,Volume,Open,High,Low
19-04-2017,305.52,3891145,302.46,306.62,302.11
18-04-2017,300.25,3034225,299.7,300.8399,297.9
17-04-2017,301.44,4128067,302.7,304,298.68
13-04-2017,304,9275682,296.7,307.39,295.3
12-04-2017,296.84,6043648,306.34,308.4481,296.32
11-04-2017,308.71,5718053,313.38,313.47,305.5
10-04-2017,312.39,7653623,309.15,313.7299,308.71
07-04-2017,302.54,4566632,297.5,302.69,297.15
06-04-2017,298.7,5517731,296.88,301.94,294.1
05-04-2017,295,7858565,302.04,304.88,294.2
04-04-2017,303.7,10108230,296.89,304.81,294.53
03-04-2017,298.52,13864850,286.9,299,284.58
31-03-2017,278.3,3293698,278.73,279.68,276.3197
30-03-2017,277.92,4141437,278.04,282,277.21
29-03-2017,277.38,3672526,278.34,279.6,275.54
28-03-2017,277.45,7978665,277.02,280.68,275
27-03-2017,270.22,6221361,260.6,270.57,259.75
24-03-2017,263.16,5637668,255.7,263.89,255.01
23-03-2017,254.78,3309844,255.39,257.672,253.3
22-03-2017,255.01,4056735,251.56,255.07,250.51
21-03-2017,250.68,6901555,262.83,264.8,250.24
20-03-2017,261.92,3601616,260.6,264.55,258.821
17-03-2017,261.5,6491018,264,265.33,261.2
16-03-2017,262.05,7127180,262.4,265.75,259.06
15-03-2017,255.73,5233365,257,261,254.27
14-03-2017,258,7581719,246.11,258.12,246.02
13-03-2017,246.17,3011280,244.82,246.85,242.781
10-03-2017,243.69,3062785,246.21,246.5,243
09-03-2017,244.9,3876494,247.63,248.66,243
08-03-2017,246.87,3726746,247,250.07,245.32
07-03-2017,248.59,3452587,251.92,253.89,248.32
06-03-2017,251.21,3353601,247.91,251.7,247.51
03-03-2017,251.57,2925481,250.74,251.9,249
02-03-2017,250.48,3345751,249.71,253.28,248.27
01-03-2017,250.02,4804963,254.18,254.85,249.11
28-02-2017,249.99,6073890,244.19,251,243.9
27-02-2017,246.23,11450160,248.17,248.36,242.01
24-02-2017,257,8166869,252.66,258.25,250.2
23-02-2017,255.99,14877090,264,264.66,255.56
22-02-2017,273.51,8537811,280.31,283.45,272.6
21-02-2017,277.39,5647575,275.45,281.4,274.01
17-02-2017,272.23,6251469,265.8,272.89,264.15
16-02-2017,268.95,7063860,277.6,280,268.5
15-02-2017,279.76,4943879,280,282.24,276.44
14-02-2017,280.98,7341450,279.03,287.39,278.61
13-02-2017,280.6,7023072,270.74,280.7899,270.51
10-02-2017,269.23,3618336,269.79,270.95,266.11
09-02-2017,269.2,7812600,266.25,271.18,266.15
08-02-2017,262.08,3912428,257.35,263.36,256.2
07-02-2017,257.48,4244063,258.19,260,256.42
06-02-2017,257.77,3557600,251,257.82,250.63
03-02-2017,251.33,2185230,251.91,252.179,249.68
02-02-2017,251.55,2498799,248.34,252.42,247.71
01-02-2017,249.24,3953105,253.05,253.2,249.05
31-01-2017,251.93,4112013,249.24,255.89,247.7
30-01-2017,250.63,3798638,252.53,255.2899,247.1
27-01-2017,252.95,3161774,251.38,253,248.52
26-01-2017,252.51,3143717,254.29,255.74,250.75
25-01-2017,254.47,5145301,257.31,258.46,251.8
24-01-2017,254.61,4958144,250,254.8,249.65
23-01-2017,248.92,6262097,245.85,250.8899,245.5
20-01-2017,244.73,4199720,245.46,246,243.01
19-01-2017,243.76,7717244,247.25,248.68,240.75
18-01-2017,238.36,3767272,236.65,239.71,235.58
17-01-2017,235.58,4614731,236.7,239.96,234.37
13-01-2017,237.75,6085610,230,237.85,229.59
12-01-2017,229.59,3787547,229.06,230.7,225.58
11-01-2017,229.73,3649910,229.07,229.98,226.68
10-01-2017,229.87,3658981,232,232,226.89
09-01-2017,231.28,3972716,228.97,231.92,228
06-01-2017,229.01,5524153,226.93,230.31,225.45
05-01-2017,226.75,5908927,226.42,227.48,221.95
04-01-2017,226.99,11204560,214.75,228,214.31
03-01-2017,216.99,5901494,214.86,220.33,210.96
30-12-2016,213.69,4641288,216.3,217.5,211.68
29-12-2016,214.68,4043086,218.56,219.2,214.1225
28-12-2016,219.74,3778544,221.53,223.8,217.2
27-12-2016,219.53,5913335,214.88,222.25,214.42
23-12-2016,213.34,4668263,208,213.45,207.71
22-12-2016,208.45,3108427,208.22,209.99,206.5
21-12-2016,207.7,5206143,208.45,212.23,207.41
20-12-2016,208.79,4684269,203.05,209,202.5
19-12-2016,202.73,3486937,202.49,204.45,199.84
16-12-2016,202.49,3795444,198.08,202.59,197.6
15-12-2016,197.58,3218653,198.41,200.74,197.39
14-12-2016,198.69,4147314,198.74,203,196.76
13-12-2016,198.15,6819322,193.18,201.28,193
12-12-2016,192.43,2436428,192.8,194.42,191.04
09-12-2016,192.18,2720937,190.87,193.836,190.81
08-12-2016,192.29,3193684,192.05,192.5,189.54
07-12-2016,193.15,5457071,186.15,193.4,185
06-12-2016,185.85,3389365,185.52,186.58,182.6825
05-12-2016,186.8,4069480,182.51,188.89,182.51
02-12-2016,181.47,4040201,182.88,184.88,180
01-12-2016,181.88,5119105,188.25,188.53,181
30-11-2016,189.4,3544891,191,191.89,187.5
29-11-2016,189.57,4435312,195.56,196.73,189.5
28-11-2016,196.12,4521082,195.48,199.35,194.55
25-11-2016,196.65,2366098,193.64,197.2372,193.64
23-11-2016,193.14,4890285,190.61,195.644,189
22-11-2016,191.17,5601238,185.84,191.47,183.71
21-11-2016,184.52,4355872,185.04,188.89,184.41
18-11-2016,185.02,5206473,190.65,193,185
17-11-2016,188.66,4880969,183.49,189.49,182.1101
16-11-2016,183.93,3432668,182.65,184.73,181.21
15-11-2016,183.77,3899743,182.78,186.43,182.05
14-11-2016,181.45,6547913,188,188.25,178.19
11-11-2016,188.56,3987091,184.24,188.88,183
10-11-2016,185.35,6746290,191.05,191.61,180.42
09-11-2016,190.06,8166447,186.875,192,183.95
08-11-2016,194.94,3252927,193.79,197.49,191.26
07-11-2016,193.21,3857682,193.59,194.29,190.05
04-11-2016,190.56,5143915,189,193.46,185.96
03-11-2016,187.42,2644550,189,191.47,187.0401
02-11-2016,188.02,4242250,190.05,192.6951,187.505
01-11-2016,190.79,7023674,198.04,198.5,188.105
31-10-2016,197.73,4691320,202.49,202.49,195.81
28-10-2016,199.97,4273456,204,205.32,199.83
27-10-2016,204.01,13070990,211.34,213.7,201.65
26-10-2016,202.24,5346893,201,203.19,200.1
25-10-2016,202.34,2442118,202.9,204.69,201.2
24-10-2016,202.76,2747344,201,203.9452,200.25
21-10-2016,200.09,2936908,198.6,201.57,197.41
20-10-2016,199.1,5069410,202.12,203,197.05
19-10-2016,203.56,6966185,199.74,206.66,198.06
18-10-2016,199.1,5676046,195.99,199.47,193.26
17-10-2016,193.96,4518331,197.05,198.39,192
14-10-2016,196.51,4265471,200.66,201.43,196.3
13-10-2016,200.24,2495140,200.5,200.895,197.05
12-10-2016,201.51,1969099,200.95,203.88,200.42
11-10-2016,200.1,2326754,201.85,202.2,198.31
10-10-2016,200.95,3311340,201.35,204.14,199.66
07-10-2016,196.61,3489480,201,201.32,195.8
06-10-2016,201,4697937,202.46,204.2099,200.21
05-10-2016,208.46,1872456,212.24,213.15,208.12
04-10-2016,211.41,3537953,213.1,213.32,208.82
03-10-2016,213.7,5989342,212.3,215.6688,208.25
30-09-2016,204.03,2581730,202.21,204.98,199.55
29-09-2016,200.7,2714040,205.6,207.33,200.58
28-09-2016,206.27,2079324,207.51,208.25,205.26
27-09-2016,205.81,3367907,209.65,209.9818,204.6093
26-09-2016,208.99,2393373,206.5,211,206.5
23-09-2016,207.45,2904125,205.99,210.18,205.67
22-09-2016,206.43,2381600,206.4,207.28,203
21-09-2016,205.22,2631285,206.37,207,201.56
20-09-2016,204.64,2408556,206.85,207.75,203.91
19-09-2016,206.34,2298318,207,209.43,205
16-09-2016,205.4,3104266,200.42,205.7,199
15-09-2016,200.42,3082942,196.49,202.5193,196.4
14-09-2016,196.41,2256143,195.75,197.9248,194.8562
13-09-2016,196.05,3583140,197.06,198.49,193.45
12-09-2016,198.3,3714049,195,201.369,194.1
09-09-2016,194.47,3753734,199.09,199.92,193.7
08-09-2016,197.36,3372293,199.55,199.89,196.36
07-09-2016,201.71,3637918,205.5,206.4968,200.71
06-09-2016,202.83,4386193,199.02,203.25,199
02-09-2016,197.78,5970154,202.33,203.2,196.2
01-09-2016,200.77,7932444,209.01,211.0999,200.5
31-08-2016,212.01,3274854,210.43,212.6,208.65
30-08-2016,211.34,3164222,216.11,216.11,210.52
29-08-2016,215.2,3261381,220.15,220.4,215
26-08-2016,219.99,2238087,222.14,222.855,218.82
25-08-2016,220.96,1760212,223.11,223.8,220.77
24-08-2016,222.62,2566947,227.05,227.15,222.22
23-08-2016,224.84,4747745,224.32,228.49,222.8
22-08-2016,222.93,2061692,224.17,225.11,222.68
19-08-2016,225,1658616,223.54,225.169,222.53
18-08-2016,223.51,1699300,223.82,225.66,222.29
17-08-2016,223.24,1786408,224.33,224.83,222.8
16-08-2016,223.61,2251115,225.49,227.19,223.4101
15-08-2016,225.59,2017964,226.02,229.5,224.93
12-08-2016,225.61,1811850,225.41,226.65,224.04
11-08-2016,224.91,1876959,226.17,227.57,223.41
10-08-2016,225.65,2336496,228.24,229.87,224.62
09-08-2016,229.08,2199766,226.82,231.5375,226.65
08-08-2016,226.16,2259465,228,229.6,226.09
05-08-2016,230.03,3190342,230,232,227.4
04-08-2016,230.61,4142155,225.69,230.86,222.05
03-08-2016,225.79,3808747,227.37,229.699,224.21
02-08-2016,227.2,3928706,229.37,229.87,221.4
01-08-2016,230.01,4014048,235.5,236.63,229.38
29-07-2016,234.79,3061574,230.7,235.28,230.24
28-07-2016,230.61,2415462,227.95,230.76,226.6
27-07-2016,228.49,2887028,229.34,233.36,226.92
26-07-2016,229.51,3427251,227.69,230,225.3
25-07-2016,230.01,4479483,222.27,231.39,221.3715
22-07-2016,222.27,2570462,221.99,224.5,218.88
21-07-2016,220.5,4425756,226,227.847,219.1
20-07-2016,228.36,2556119,226.47,229.8,225
19-07-2016,225.26,3047535,225,229.1,224.75
18-07-2016,226.25,3394588,219.64,227.09,218.3
15-07-2016,220.4,2230821,222.52,222.7499,219.64
14-07-2016,221.53,2657899,223.12,224.94,221.05
13-07-2016,222.53,3540699,225.5,225.59,220.29
12-07-2016,224.65,4573875,224.1,227.5,223.22
11-07-2016,224.78,5369066,219.96,226.78,219.51
08-07-2016,216.78,4067131,217.8,219.81,214.5
07-07-2016,215.94,3603385,213.1,218.12,213.01
06-07-2016,214.44,4910285,210,215.23,209
05-07-2016,213.98,5169832,209.73,214.5441,208
01-07-2016,216.5,5396030,206.14,218.24,206
30-06-2016,212.28,4794440,212.97,213.4999,209.02
29-06-2016,210.19,5987120,205.13,211.78,203
28-06-2016,201.79,6158996,201.89,204.05,199.41
27-06-2016,198.55,7211823,190.86,198.81,187.87
24-06-2016,193.15,6988949,190.05,195.12,189.73
23-06-2016,196.4,10098190,195.69,197.55,192.13
22-06-2016,196.66,23706100,199.47,205.95,195.75
21-06-2016,219.61,2855619,220.68,222.569,218.81
20-06-2016,219.7,3549768,219.5,223.75,218.23
17-06-2016,215.47,3107734,217.81,219.99,214.5
16-06-2016,217.93,2438692,217.42,218.04,213.5
15-06-2016,217.7,2905002,216.95,221.9,215.13
14-06-2016,214.96,3575822,218.88,222.2,212.53
13-06-2016,217.87,4187833,219.5,225.77,217.66
10-06-2016,218.79,5994548,227.39,227.97,218.4217
09-06-2016,229.36,4454222,234.98,235.33,227.06
08-06-2016,235.52,5965110,233.8,240.845,232.605
07-06-2016,232.34,6194154,222.24,234.44,221.52
06-06-2016,220.68,2242634,218,220.9,215.45
03-06-2016,218.99,2226110,220,221.94,218.01
02-06-2016,218.96,2017279,219.59,219.909,217.11
01-06-2016,219.56,2982270,221.48,222.4,216.89
31-05-2016,223.23,2786682,223.04,224.7497,221.5001
27-05-2016,223.04,3645792,224.99,225.93,220.75
26-05-2016,225.12,4066512,220.5,225.26,219.05
25-05-2016,219.58,3131279,217.91,221.36,216.51
24-05-2016,217.91,3009327,216.6,218.74,215.18
23-05-2016,216.22,5096751,219.87,222.6,215.86
20-05-2016,220.28,8996546,216.99,220.55,216.35
19-05-2016,215.21,6817922,213.62,216.79,207.3
18-05-2016,211.17,5552692,209.15,215.31,207.75
17-05-2016,204.66,2842028,209.05,209.8199,204.02
16-05-2016,208.29,2945754,208.15,213.15,207.92
13-05-2016,207.61,2820616,207.78,211.2,206.7
12-05-2016,207.28,3650075,211.44,211.67,203.6572
11-05-2016,208.96,5159640,207.59,215.48,206.05
10-05-2016,208.69,4068053,207.55,209.47,205
09-05-2016,208.92,4772992,215.72,216.15,206.8
06-05-2016,214.93,5683675,210.87,216.37,208.11
05-05-2016,211.53,11248340,228.46,228.64,209.79
04-05-2016,222.56,8550004,230.29,234.46,220.4
03-05-2016,232.32,4296325,237.36,238.91,231.62
02-05-2016,241.8,3838958,241.5,243.19,234.82
29-04-2016,240.76,5405164,248.14,248.43,237.81
28-04-2016,247.71,2515595,249.85,253.43,247.44
27-04-2016,251.47,3198105,252.75,255,249.4
26-04-2016,253.74,3217779,252.05,255.73,249.39
25-04-2016,251.82,3665088,253.01,257.38,250.76
22-04-2016,253.75,3783126,248.89,254,245.71
21-04-2016,248.29,2777079,248.99,250.9,246.91
20-04-2016,249.97,5192343,246.26,253.66,241.5
19-04-2016,247.37,6351360,253.12,254.3699,241.251
18-04-2016,253.88,4263246,252.23,258.31,251.66
15-04-2016,254.51,3748593,251.31,254.6,249.12
14-04-2016,251.86,4129258,253,256.839,251.0501
13-04-2016,254.53,4921554,248.51,255.5,247.33
12-04-2016,247.82,5755351,249.5,251.8,243.63
11-04-2016,249.92,9156404,251,258.99,245.3
08-04-2016,250.07,7352707,260.5,260.82,248.0201
07-04-2016,257.2,8845567,266.45,269.34,254.51
06-04-2016,265.42,11695760,253.97,267.74,253.45
05-04-2016,255.47,9931470,240.5,256.56,240
04-04-2016,246.99,13381160,249.12,252.12,243.64
01-04-2016,237.59,15979910,244.825,247.9,233.25
31-03-2016,229.77,7975638,229.34,237.42,225.01
30-03-2016,226.89,4025670,235.09,235.5,226.5
29-03-2016,230.13,4006037,229.89,232.38,225.33
28-03-2016,230.26,3878599,231.61,234.81,225
24-03-2016,227.75,4956604,215.78,228.8877,215
23-03-2016,222.58,4936203,232.37,234.73,222.03
22-03-2016,234.24,4303052,237.21,238.99,232.558
21-03-2016,238.32,5289014,235.34,239.88,235
18-03-2016,232.74,4704761,229.1,234.48,228.06
17-03-2016,226.38,3769083,221.47,228.5,220
16-03-2016,221.93,3511873,218,222.58,217.02
15-03-2016,218.34,3133230,214.27,218.97,211.5
14-03-2016,215.15,4062304,212.65,216.72,210.64
11-03-2016,207.5,3339148,207.93,209.42,205.33
10-03-2016,205.18,5191602,210,213.29,200.671
09-03-2016,208.72,3207597,204.52,209.3726,202.79
08-03-2016,202.6,4175498,203.5,207.5,202.2
07-03-2016,205.29,5331097,197.68,209.7,197.4
04-03-2016,201.04,6479858,198,204.03,197.5001
03-03-2016,195.74,4822993,188.28,197.42,184.22
02-03-2016,188.34,4858631,183.73,188.52,181.5
01-03-2016,186.35,6695704,194.25,195.9484,182.7
29-02-2016,191.93,4495402,192.4,196.35,189.222
26-02-2016,190.34,6054061,188.7,192,185
25-02-2016,187.43,5727008,178.65,188.5192,175.2
24-02-2016,179,5385369,172.75,179.5,167.84
23-02-2016,177.21,5982993,176.16,181.73,173.68
22-02-2016,177.74,5055340,170.12,178.91,169.85
19-02-2016,166.58,2955832,163.66,167.49,162.5
18-02-2016,166.77,3883107,172.42,172.95,164.77
17-02-2016,168.68,5820264,159,169.34,156.68
16-02-2016,155.17,5561638,158.7,162.95,154.11
12-02-2016,151.04,7233264,155,157.01,143.7
11-02-2016,150.47,14236900,152,163.26,147
10-02-2016,143.67,10104690,150.5,154.97,141.74
09-02-2016,148.25,8639661,142.32,159.79,141.05
08-02-2016,147.99,9306754,157.105,157.15,146
05-02-2016,162.6,9434495,171.3,173,157.7442
04-02-2016,175.33,4379442,170.7,175.98,166.99
03-02-2016,173.48,7927640,183.59,183.94,170.18
02-02-2016,182.78,5764817,192.42,193.12,180.23
01-02-2016,196.94,5295685,188.76,199.52,182.75
29-01-2016,191.2,2848929,189.95,193.74,188.08
28-01-2016,189.7,4586328,190.79,191.28,182.41
27-01-2016,188.07,3577353,192.38,193.26,185.77
26-01-2016,193.56,4956918,196.7,197.82,188.88
25-01-2016,196.38,2695408,200.06,203.57,195.88
22-01-2016,202.55,3122066,204.801,205.5,199.03
21-01-2016,199.97,3164424,201.55,203.23,195.02
20-01-2016,198.7,5826110,199.4,201.28,191.25
19-01-2016,204.72,4031271,208.71,210.47,200.78
15-01-2016,204.99,5325773,198.97,205.07,197.25
14-01-2016,206.18,6490579,202.21,210,193.38
13-01-2016,200.31,4120993,212.01,212.65,200
12-01-2016,209.97,3079051,211.6,213.7395,205.31
11-01-2016,207.85,4090843,214.01,214.45,203
08-01-2016,211,3572360,217.86,220.44,210.77
07-01-2016,215.65,3550704,214.19,218.44,213.67
06-01-2016,219.04,3774353,220,220.05,215.98
05-01-2016,223.43,3185525,226.36,226.89,220
04-01-2016,223.41,6823510,230.72,231.38,219
31-12-2015,240.01,2713817,238.51,243.45,238.37
30-12-2015,238.09,3694448,236.6,243.634,235.6707
29-12-2015,237.19,2402438,230.06,237.72,229.547
28-12-2015,228.95,1900171,231.49,231.98,225.54
24-12-2015,230.57,710277,230.56,231.88,228.28
23-12-2015,229.7,1551031,232.18,233.45,228.13
22-12-2015,229.95,1958836,234.99,236.55,229.63
21-12-2015,232.56,1951581,231.69,235.83,231.08
18-12-2015,230.46,3008057,232.89,235.9,229.29
17-12-2015,233.39,3294460,233.94,237.76,229.8149
16-12-2015,234.51,5100443,222.1,234.88,220.73
15-12-2015,221.09,2241686,221.82,222.22,218
14-12-2015,218.58,2827797,217.51,220.92,214.87
11-12-2015,217.02,3259114,225.24,225.75,216.64
10-12-2015,227.07,2070088,224.71,228.49,223.64
09-12-2015,224.52,3057036,226.7,227.5,220.72
08-12-2015,226.72,2682259,227.52,228.8,224.2
07-12-2015,231.13,3140864,227.7,235.63,226.15
04-12-2015,230.38,2572014,232.46,233.27,227.66
03-12-2015,232.71,2937233,235.48,237.45,230
02-12-2015,231.99,2980644,237,238.6,231.23
01-12-2015,237.19,3728562,231.06,238,231.05
30-11-2015,230.26,2591205,231.79,234.28,229.08
27-11-2015,231.61,1949353,231.06,232.25,227.01
25-11-2015,229.64,3986945,221.34,230.825,220.375
24-11-2015,218.25,2478389,215.37,221,215
23-11-2015,217.75,2525196,217.35,219.18,214.6798
20-11-2015,220.01,4394199,223.49,225,213.58
19-11-2015,221.8,2499593,220.54,226.19,220.3
18-11-2015,221.07,2810200,214.5,221.38,212.52
17-11-2015,214,2148326,215.2,216,211.4
16-11-2015,214.31,2920362,206.09,214.98,205.8
13-11-2015,207.19,3423139,212.95,212.99,206.52
12-11-2015,212.94,2913511,217.85,219,212.66
11-11-2015,219.08,3337501,217.77,219.48,213.63
10-11-2015,216.5,4612408,223.48,223.7,216.08
09-11-2015,225.33,3846179,232.99,232.99,224.31
06-11-2015,232.36,2444264,230.7,233.359,229.5
05-11-2015,231.77,4494944,230.58,234.5843,229.19
04-11-2015,231.63,12713530,227,232.74,225.2
03-11-2015,208.35,8065091,213.85,214.44,207.75
02-11-2015,213.79,3924514,208.92,215.8,207.22
30-10-2015,206.93,4432433,210.4,211.63,203.89
29-10-2015,211.63,1794743,211.75,213.7481,210.64
28-10-2015,212.96,2726880,211.31,213.45,208.3
27-10-2015,210.35,3512832,214.84,217.1,207.51
26-10-2015,215.26,3388227,211.38,215.88,210
23-10-2015,209.09,4226411,215,215.35,207.69
22-10-2015,211.72,2818801,211.56,215.75,209.4
21-10-2015,210.09,4177956,211.99,214.81,208.8
20-10-2015,213.03,14877020,227.72,228.6,202
19-10-2015,228.1,2506836,226.5,231.15,224.94
16-10-2015,227.01,4327574,223.04,230.4805,222.87
15-10-2015,221.31,2835920,216.43,221.73,213.7
